Code postaux;Academie;Departement;Commune;Denomination principale;Patronyme;Secteur;Nombre total de classes;Nombre total d'eleves;Nombre d'eleves en pre-elementaire hors ULIS;Nombre d'eleves en elementaire hors ULIS;Nombre d'eleves en ULIS;Nombre d'eleves en CP hors ULIS;Nombre d'eleves en CE1 hors ULIS;Nombre d'eleves en CE2 hors ULIS;Nombre d'eleves en CM1 hors ULIS;Nombre d'eleves en CM2 hors ULIS;tri
03400;CLERMONT-FERRAND;ALLIER;GENNETINES;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;3;48;17;31;0;4;5;6;8;8;CLERMONT-FERRAND-ALLIER-GENNETINES-03400
03190;CLERMONT-FERRAND;ALLIER;HAUT-BOCAGE;ECOLE ELEMENTAIRE PUBLIQUE DE;;PUBLIC;1;13;0;13;0;0;0;0;5;8;CLERMONT-FERRAND-ALLIER-HAUT-BOCAGE-03190
03190;CLERMONT-FERRAND;ALLIER;HAUT-BOCAGE;ECOLE ELEMENTAIRE PUBLIQUE DE;;PUBLIC;1;17;0;17;0;0;7;10;0;0;CLERMONT-FERRAND-ALLIER-HAUT-BOCAGE-03190
03190;CLERMONT-FERRAND;ALLIER;HAUT-BOCAGE;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;1;20;20;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-HAUT-BOCAGE-03190
03270;CLERMONT-FERRAND;ALLIER;HAUTERIVE;ECOLE PRIMAIRE PUBLIQUE;DES SOURCES;PUBLIC;5;121;38;83;0;21;9;15;20;18;CLERMONT-FERRAND-ALLIER-HAUTERIVE-03270
03190;CLERMONT-FERRAND;ALLIER;HERISSON;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;25;17;8;0;0;8;0;0;0;CLERMONT-FERRAND-ALLIER-HERISSON-03190
03380;CLERMONT-FERRAND;ALLIER;HURIEL;ECOLE ELEMENTAIRE PUBLIQUE;ANTOINE PIZON;PUBLIC;7;146;0;146;0;23;29;20;37;37;CLERMONT-FERRAND-ALLIER-HURIEL-03380
03380;CLERMONT-FERRAND;ALLIER;HURIEL;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;3;56;56;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-HURIEL-03380
03600;CLERMONT-FERRAND;ALLIER;HYDS;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;1;19;19;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-HYDS-03600
03120;CLERMONT-FERRAND;ALLIER;ISSERPENT;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;2;36;0;36;0;0;0;16;10;10;CLERMONT-FERRAND-ALLIER-ISSERPENT-03120
03220;CLERMONT-FERRAND;ALLIER;JALIGNY-SUR-BESBRE;ECOLE PRIMAIRE;;PUBLIC;4;85;28;57;0;9;11;13;14;10;CLERMONT-FERRAND-ALLIER-JALIGNY-SUR-BESBRE-03220
03800;CLERMONT-FERRAND;ALLIER;JENZAT;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;21;0;21;0;0;0;0;13;8;CLERMONT-FERRAND-ALLIER-JENZAT-03800
03250;CLERMONT-FERRAND;ALLIER;LA CHABANNE;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;10;0;10;0;0;0;0;6;4;CLERMONT-FERRAND-ALLIER-LA CHABANNE-03250
03380;CLERMONT-FERRAND;ALLIER;LA CHAPELAUDE;ECOLE PRIMAIRE PUBLIQUE;FARGIN FAYOLLE;PUBLIC;5;100;40;60;0;16;8;10;16;10;CLERMONT-FERRAND-ALLIER-LA CHAPELAUDE-03380
03300;CLERMONT-FERRAND;ALLIER;LA CHAPELLE;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;38;27;11;0;11;0;0;0;0;CLERMONT-FERRAND-ALLIER-LA CHAPELLE-03300
03230;CLERMONT-FERRAND;ALLIER;LA CHAPELLE-AUX-CHASSES;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;9;0;9;0;3;6;0;0;0;CLERMONT-FERRAND-ALLIER-LA CHAPELLE-AUX-CHASSES-03230
03340;CLERMONT-FERRAND;ALLIER;LA FERTE-HAUTERIVE;ECOLE ELEMENTAIRE PUBLIQUE;FRANCOIS CANTIN;PUBLIC;1;23;0;23;0;10;13;0;0;0;CLERMONT-FERRAND-ALLIER-LA FERTE-HAUTERIVE-03340
03420;CLERMONT-FERRAND;ALLIER;LA PETITE-MARCHE;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;1;13;13;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-LA PETITE-MARCHE-03420
03450;CLERMONT-FERRAND;ALLIER;LALIZOLLE;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;33;12;21;0;5;8;3;5;0;CLERMONT-FERRAND-ALLIER-LALIZOLLE-03450
03120;CLERMONT-FERRAND;ALLIER;LAPALISSE;ECOLE ELEMENTAIRE PUBLIQUE;G.GIRAUD;PUBLIC;10;198;0;185;13;30;38;38;39;40;CLERMONT-FERRAND-ALLIER-LAPALISSE-03120
03120;CLERMONT-FERRAND;ALLIER;LAPALISSE;ECOLE MATERNELLE PUBLIQUE;ARC EN CIEL;PUBLIC;5;105;105;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-LAPALISSE-03120
03250;CLERMONT-FERRAND;ALLIER;LAPRUGNE;ECOLE PRIMAIRE PUBLIQUE;VICTOR SCHOELCHER;PUBLIC;1;12;5;7;0;0;1;2;3;1;CLERMONT-FERRAND-ALLIER-LAPRUGNE-03250
03100;CLERMONT-FERRAND;ALLIER;LAVAULT-SAINTE-ANNE;ECOLE PRIMAIRE PUBLIQUE;LES TROIS CHAMPS;PUBLIC;5;89;23;66;0;14;12;14;11;15;CLERMONT-FERRAND-ALLIER-LAVAULT-SAINTE-ANNE-03100
03130;CLERMONT-FERRAND;ALLIER;LE BOUCHAUD;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;17;0;17;0;9;4;4;0;0;CLERMONT-FERRAND-ALLIER-LE BOUCHAUD-03130
03350;CLERMONT-FERRAND;ALLIER;LE BRETHON;ECOLE ELEMENTAIRE PUBLIQUE;J.CH.VARENNES;PUBLIC;1;8;0;8;0;2;3;3;0;0;CLERMONT-FERRAND-ALLIER-LE BRETHON-03350
03120;CLERMONT-FERRAND;ALLIER;LE BREUIL;ECOLE PRIMAIRE PUBLIQUE;SALVADOR DALI;PUBLIC;2;28;17;11;0;0;2;4;3;2;CLERMONT-FERRAND-ALLIER-LE BREUIL-03120
03130;CLERMONT-FERRAND;ALLIER;LE DONJON;ECOLE PRIMAIRE;MARLENE JOBERT;PUBLIC;6;81;19;53;9;8;9;11;7;18;CLERMONT-FERRAND-ALLIER-LE DONJON-03130
03800;CLERMONT-FERRAND;ALLIER;LE MAYET-D'ECOLE;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;22;0;22;0;20;2;0;0;0;CLERMONT-FERRAND-ALLIER-LE MAYET-D'ECOLE-03800
03250;CLERMONT-FERRAND;ALLIER;LE MAYET-DE-MONTAGNE;ECOLE PRIMAIRE PUBLIQUE;YVES DUTEIL;PUBLIC;5;113;45;68;0;20;9;9;14;16;CLERMONT-FERRAND-ALLIER-LE MAYET-DE-MONTAGNE-03250
03240;CLERMONT-FERRAND;ALLIER;LE MONTET;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;44;36;8;0;8;0;0;0;0;CLERMONT-FERRAND-ALLIER-LE MONTET-03240
03130;CLERMONT-FERRAND;ALLIER;LE PIN;ECOLE MATERNELLE PUBLIQUE;LE JARDIN DES MOTS;PUBLIC;1;23;23;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-LE PIN-03130
03240;CLERMONT-FERRAND;ALLIER;LE THEIL;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;29;8;21;0;5;5;3;5;3;CLERMONT-FERRAND-ALLIER-LE THEIL-03240
03200;CLERMONT-FERRAND;ALLIER;LE VERNET;ECOLE PRIMAIRE PUBLIQUE;MARCEL GUILLAUMIN;PUBLIC;7;154;50;104;0;21;21;16;22;24;CLERMONT-FERRAND-ALLIER-LE VERNET-03200
03320;CLERMONT-FERRAND;ALLIER;LE VEURDRE;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;29;11;18;0;0;0;0;8;10;CLERMONT-FERRAND-ALLIER-LE VEURDRE-03320
03350;CLERMONT-FERRAND;ALLIER;LE VILHAIN;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;1;15;15;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-LE VILHAIN-03350
03130;CLERMONT-FERRAND;ALLIER;LENAX;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;16;0;16;0;0;6;2;3;5;CLERMONT-FERRAND-ALLIER-LENAX-03130
03410;CLERMONT-FERRAND;ALLIER;LIGNEROLLES;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;4;87;36;51;0;4;13;11;13;10;CLERMONT-FERRAND-ALLIER-LIGNEROLLES-03410
03500;CLERMONT-FERRAND;ALLIER;LORIGES;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;51;42;9;0;9;0;0;0;0;CLERMONT-FERRAND-ALLIER-LORIGES-03500
03500;CLERMONT-FERRAND;ALLIER;LOUCHY-MONTFAND;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;2;42;42;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-LOUCHY-MONTFAND-03500
03350;CLERMONT-FERRAND;ALLIER;LOUROUX-BOURBONNAIS;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;1;11;11;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-LOUROUX-BOURBONNAIS-03350
03330;CLERMONT-FERRAND;ALLIER;LOUROUX-DE-BOUBLE;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;42;25;17;0;10;7;0;0;0;CLERMONT-FERRAND-ALLIER-LOUROUX-DE-BOUBLE-03330
03130;CLERMONT-FERRAND;ALLIER;LUNEAU;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;11;0;11;0;0;0;0;6;5;CLERMONT-FERRAND-ALLIER-LUNEAU-03130
03320;CLERMONT-FERRAND;ALLIER;LURCY-LEVIS;GPE SCOLAIRE LURCY-LEVIS;;PUBLIC;10;168;59;98;11;17;15;21;20;25;CLERMONT-FERRAND-ALLIER-LURCY-LEVIS-03320
03230;CLERMONT-FERRAND;ALLIER;LUSIGNY;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;3;56;56;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-LUSIGNY-03230
03230;CLERMONT-FERRAND;ALLIER;LUSIGNY;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;5;98;0;98;0;21;21;20;15;21;CLERMONT-FERRAND-ALLIER-LUSIGNY-03230
03260;CLERMONT-FERRAND;ALLIER;MAGNET;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;5;103;34;69;0;17;15;11;10;16;CLERMONT-FERRAND-ALLIER-MAGNET-03260
03600;CLERMONT-FERRAND;ALLIER;MALICORNE;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;4;86;26;60;0;13;8;17;12;10;CLERMONT-FERRAND-ALLIER-MALICORNE-03600
03260;CLERMONT-FERRAND;ALLIER;MARCENAT;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;16;0;16;0;0;0;0;0;16;CLERMONT-FERRAND-ALLIER-MARCENAT-03260
03420;CLERMONT-FERRAND;ALLIER;MARCILLAT-EN-COMBRAILLE;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;6;103;33;70;0;11;14;14;16;15;CLERMONT-FERRAND-ALLIER-MARCILLAT-EN-COMBRAILLE-03420
03270;CLERMONT-FERRAND;ALLIER;MARIOL;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;3;45;18;27;0;9;6;1;5;6;CLERMONT-FERRAND-ALLIER-MARIOL-03270
03420;CLERMONT-FERRAND;ALLIER;MAZIRAT;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;8;0;8;0;0;0;0;4;4;CLERMONT-FERRAND-ALLIER-MAZIRAT-03420
03360;CLERMONT-FERRAND;ALLIER;MEAULNE-VITRAY;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;3;68;24;44;0;12;8;10;8;6;CLERMONT-FERRAND-ALLIER-MEAULNE-VITRAY-03360
03500;CLERMONT-FERRAND;ALLIER;MEILLARD;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;15;0;15;0;0;7;8;0;0;CLERMONT-FERRAND-ALLIER-MEILLARD-03500
03510;CLERMONT-FERRAND;ALLIER;MOLINET;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;4;94;39;55;0;9;9;15;14;8;CLERMONT-FERRAND-ALLIER-MOLINET-03510
03300;CLERMONT-FERRAND;ALLIER;MOLLES;ECOLE PRIMAIRE PUBLIQUE;JEAN ZAY;PUBLIC;2;46;22;24;0;4;5;3;6;6;CLERMONT-FERRAND-ALLIER-MOLLES-03300
03500;CLERMONT-FERRAND;ALLIER;MONETAY-SUR-ALLIER;ECOLE ELEMENTAIRE PUBLIQUE;TRESS ALLIER;PUBLIC;2;37;0;37;0;0;9;10;8;10;CLERMONT-FERRAND-ALLIER-MONETAY-SUR-ALLIER-03500
03150;CLERMONT-FERRAND;ALLIER;MONTAIGU-LE-BLIN;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;43;0;43;0;0;12;6;14;11;CLERMONT-FERRAND-ALLIER-MONTAIGU-LE-BLIN-03150
03130;CLERMONT-FERRAND;ALLIER;MONTAIGUET-EN-FOREZ;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;1;16;9;7;0;7;0;0;0;0;CLERMONT-FERRAND-ALLIER-MONTAIGUET-EN-FOREZ-03130
03340;CLERMONT-FERRAND;ALLIER;MONTBEUGNY;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;5;92;32;60;0;12;11;12;10;15;CLERMONT-FERRAND-ALLIER-MONTBEUGNY-03340
03800;CLERMONT-FERRAND;ALLIER;MONTEIGNET-SUR-L'ANDELOT;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;25;0;25;0;0;20;5;0;0;CLERMONT-FERRAND-ALLIER-MONTEIGNET-SUR-L'ANDELOT-03800
03000;CLERMONT-FERRAND;ALLIER;MONTILLY;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;35;20;15;0;5;5;2;1;2;CLERMONT-FERRAND-ALLIER-MONTILLY-03000
03100;CLERMONT-FERRAND;ALLIER;MONTLUCON;ECOLE MATERNELLE PUBLIQUE;JEAN RENOIR;PUBLIC;3;55;55;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-MONTLUCON-03100
03100;CLERMONT-FERRAND;ALLIER;MONTLUCON;ECOLE PRIMAIRE PUBLIQUE;FREDERIC MISTRAL;PUBLIC;9;169;58;111;0;25;19;23;16;28;CLERMONT-FERRAND-ALLIER-MONTLUCON-03100
03100;CLERMONT-FERRAND;ALLIER;MONTLUCON;ECOLE MATERNELLE PUBLIQUE;ROBERT DESNOS MARCEL AYME;PUBLIC;6;96;96;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-MONTLUCON-03100
03100;CLERMONT-FERRAND;ALLIER;MONTLUCON;ECOLE ELEMENTAIRE PUBLIQUE;LOUIS PERGAUD-JACQUES PREVERT;PUBLIC;10;153;0;138;15;30;33;28;22;25;CLERMONT-FERRAND-ALLIER-MONTLUCON-03100
03100;CLERMONT-FERRAND;ALLIER;MONTLUCON;ECOLE ELEMENTAIRE PUBLIQUE;JEAN ROSTAND HENRI WALLON;PUBLIC;7;157;0;157;0;22;39;32;30;34;CLERMONT-FERRAND-ALLIER-MONTLUCON-03100
03100;CLERMONT-FERRAND;ALLIER;MONTLUCON;ECOLE MATERNELLE PUBLIQUE;PAUL FORT;PUBLIC;4;72;72;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-MONTLUCON-03100
03100;CLERMONT-FERRAND;ALLIER;MONTLUCON;ECOLE ELEMENTAIRE PUBLIQUE;BALZAC;PUBLIC;6;130;0;130;0;30;29;28;16;27;CLERMONT-FERRAND-ALLIER-MONTLUCON-03100
03100;CLERMONT-FERRAND;ALLIER;MONTLUCON;ECOLE ELEMENTAIRE PUBLIQUE;JEAN RACINE;PUBLIC;14;235;0;221;14;50;43;38;44;46;CLERMONT-FERRAND-ALLIER-MONTLUCON-03100
03100;CLERMONT-FERRAND;ALLIER;MONTLUCON;ECOLE MATERNELLE PUBLIQUE;VOLTAIRE;PUBLIC;5;90;90;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-MONTLUCON-03100
03100;CLERMONT-FERRAND;ALLIER;MONTLUCON;ECOLE ELEMENTAIRE PUBLIQUE;EMILE ZOLA;PUBLIC;8;128;0;114;14;21;23;18;22;30;CLERMONT-FERRAND-ALLIER-MONTLUCON-03100
03100;CLERMONT-FERRAND;ALLIER;MONTLUCON;ECOLE ELEMENTAIRE PUBLIQUE;JULES FERRY;PUBLIC;7;138;0;138;0;27;27;30;27;27;CLERMONT-FERRAND-ALLIER-MONTLUCON-03100
03100;CLERMONT-FERRAND;ALLIER;MONTLUCON;ECOLE ELEMENTAIRE PUBLIQUE;PAUL LAFARGUE;PUBLIC;7;122;0;122;0;19;24;23;32;24;CLERMONT-FERRAND-ALLIER-MONTLUCON-03100
03100;CLERMONT-FERRAND;ALLIER;MONTLUCON;ECOLE ELEMENTAIRE PRIVEE;SAINT PAUL;PRIVE;4;78;22;56;0;9;8;19;11;9;CLERMONT-FERRAND-ALLIER-MONTLUCON-03100
03100;CLERMONT-FERRAND;ALLIER;MONTLUCON;ECOLE ELEMENTAIRE PRIVEE;NOTRE DAME;PRIVE;5;123;40;83;0;12;14;14;26;17;CLERMONT-FERRAND-ALLIER-MONTLUCON-03100
03100;CLERMONT-FERRAND;ALLIER;MONTLUCON;ECOLE MATERNELLE PUBLIQUE;JEAN GIONO;PUBLIC;4;71;71;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-MONTLUCON-03100
03100;CLERMONT-FERRAND;ALLIER;MONTLUCON;ECOLE ELEMENTAIRE PUBLIQUE;JEAN RENOIR;PUBLIC;7;131;0;116;15;25;16;19;27;29;CLERMONT-FERRAND-ALLIER-MONTLUCON-03100
03100;CLERMONT-FERRAND;ALLIER;MONTLUCON;ECOLE PRIMAIRE PUBLIQUE;JEAN MOULIN;PUBLIC;6;124;43;81;0;16;17;17;16;15;CLERMONT-FERRAND-ALLIER-MONTLUCON-03100
03100;CLERMONT-FERRAND;ALLIER;MONTLUCON;ECOLE ELEMENTAIRE PUBLIQUE;ARISTIDE BRIAND;PUBLIC;8;140;0;140;0;27;32;25;34;22;CLERMONT-FERRAND-ALLIER-MONTLUCON-03100
03100;CLERMONT-FERRAND;ALLIER;MONTLUCON;ECOLE ELEMENTAIRE PRIVEE;SAINTE PHILOMENE;PRIVE;10;241;70;161;10;30;24;36;33;38;CLERMONT-FERRAND-ALLIER-MONTLUCON-03100
03100;CLERMONT-FERRAND;ALLIER;MONTLUCON;ECOLE MATERNELLE PUBLIQUE;MARX DORMOY;PUBLIC;4;68;68;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-MONTLUCON-03100
03100;CLERMONT-FERRAND;ALLIER;MONTLUCON;ECOLE MATERNELLE PUBLIQUE;PAUL LAFARGUE;PUBLIC;3;60;60;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-MONTLUCON-03100
03100;CLERMONT-FERRAND;ALLIER;MONTLUCON;ECOLE MATERNELLE PUBLIQUE;LOUISE MICHEL;PUBLIC;3;74;74;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-MONTLUCON-03100
03100;CLERMONT-FERRAND;ALLIER;MONTLUCON;ECOLE MATERNELLE PUBLIQUE;EMILE ZOLA;PUBLIC;4;66;66;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-MONTLUCON-03100
03100;CLERMONT-FERRAND;ALLIER;MONTLUCON;ECOLE MATERNELLE PUBLIQUE;MARIE NOEL;PUBLIC;5;84;84;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-MONTLUCON-03100
03390;CLERMONT-FERRAND;ALLIER;MONTMARAULT;ECOLE PRIMAIRE;PIERRE ET MARIE CURIE;PUBLIC;8;150;51;85;14;18;15;16;20;16;CLERMONT-FERRAND-ALLIER-MONTMARAULT-03390
03390;CLERMONT-FERRAND;ALLIER;MONTMARAULT;ECOLE ELEMENTAIRE PRIVEE;SAINTE THERESE;PRIVE;4;76;20;56;0;9;12;11;16;8;CLERMONT-FERRAND-ALLIER-MONTMARAULT-03390
03150;CLERMONT-FERRAND;ALLIER;MONTOLDRE;ECOLE PRIMAIRE PUBLIQUE;DES TILLEULS;PUBLIC;2;30;2;28;0;5;6;5;6;6;CLERMONT-FERRAND-ALLIER-MONTOLDRE-03150
03170;CLERMONT-FERRAND;ALLIER;MONTVICQ;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;3;54;22;32;0;3;11;2;8;8;CLERMONT-FERRAND-ALLIER-MONTVICQ-03170
03000;CLERMONT-FERRAND;ALLIER;MOULINS;ECOLE MATERNELLE PUBLIQUE;LES CLEMATITES;PUBLIC;3;66;66;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-MOULINS-03000
03000;CLERMONT-FERRAND;ALLIER;MOULINS;ECOLE MATERNELLE PUBLIQUE;JEU DE PAUME;PUBLIC;3;60;60;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-MOULINS-03000
03000;CLERMONT-FERRAND;ALLIER;MOULINS;ECOLE ELEMENTAIRE PUBLIQUE;FRANCOIS TRUFFAUT;PUBLIC;9;169;0;158;11;31;19;33;27;48;CLERMONT-FERRAND-ALLIER-MOULINS-03000
03000;CLERMONT-FERRAND;ALLIER;MOULINS;ECOLE MATERNELLE PUBLIQUE;LA COMETE;PUBLIC;2;25;25;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-MOULINS-03000
03000;CLERMONT-FERRAND;ALLIER;MOULINS;ECOLE PRIMAIRE;JEAN MOULIN;PUBLIC;14;282;82;192;8;34;36;41;38;43;CLERMONT-FERRAND-ALLIER-MOULINS-03000
03000;CLERMONT-FERRAND;ALLIER;MOULINS;ECOLE ELEMENTAIRE PUBLIQUE;JEAN MACE;PUBLIC;3;61;0;61;0;15;15;11;12;8;CLERMONT-FERRAND-ALLIER-MOULINS-03000
03000;CLERMONT-FERRAND;ALLIER;MOULINS;ECOLE PRIMAIRE;LES GATEAUX;PUBLIC;5;108;41;67;0;15;15;8;13;16;CLERMONT-FERRAND-ALLIER-MOULINS-03000
03000;CLERMONT-FERRAND;ALLIER;MOULINS;ECOLE MATERNELLE PUBLIQUE;LES COQUELICOTS;PUBLIC;9;175;175;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-MOULINS-03000
03000;CLERMONT-FERRAND;ALLIER;MOULINS;ECOLE ELEMENTAIRE PUBLIQUE;LEONARD DE VINCI;PUBLIC;19;320;0;306;14;67;79;54;61;45;CLERMONT-FERRAND-ALLIER-MOULINS-03000
03000;CLERMONT-FERRAND;ALLIER;MOULINS;ECOLE MATERNELLE PUBLIQUE;JEAN MACE;PUBLIC;2;28;28;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-MOULINS-03000
03003;CLERMONT-FERRAND;ALLIER;MOULINS;ECOLE ELEMENTAIRE PRIVEE;SAINT BENOIT;PRIVE;16;396;138;246;12;45;56;39;52;54;CLERMONT-FERRAND-ALLIER-MOULINS-03003
03390;CLERMONT-FERRAND;ALLIER;MURAT;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;15;0;15;0;0;0;8;5;2;CLERMONT-FERRAND-ALLIER-MURAT-03390
03190;CLERMONT-FERRAND;ALLIER;NASSIGNY;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;1;7;4;3;0;3;0;0;0;0;CLERMONT-FERRAND-ALLIER-NASSIGNY-03190
03310;CLERMONT-FERRAND;ALLIER;NERIS-LES-BAINS;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;5;113;0;113;0;19;22;26;25;21;CLERMONT-FERRAND-ALLIER-NERIS-LES-BAINS-03310
03310;CLERMONT-FERRAND;ALLIER;NERIS-LES-BAINS;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;3;67;67;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-NERIS-LES-BAINS-03310
03130;CLERMONT-FERRAND;ALLIER;NEUILLY-EN-DONJON;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;1;17;17;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-NEUILLY-EN-DONJON-03130
03340;CLERMONT-FERRAND;ALLIER;NEUILLY-LE-REAL;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;3;49;49;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-NEUILLY-LE-REAL-03340
03340;CLERMONT-FERRAND;ALLIER;NEUILLY-LE-REAL;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;5;102;0;102;0;18;23;15;23;23;CLERMONT-FERRAND-ALLIER-NEUILLY-LE-REAL-03340
03000;CLERMONT-FERRAND;ALLIER;NEUVY;ECOLE PRIMAIRE;;PUBLIC;5;115;39;76;0;9;18;23;11;15;CLERMONT-FERRAND-ALLIER-NEUVY-03000
03210;CLERMONT-FERRAND;ALLIER;NOYANT-D'ALLIER;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;38;18;20;0;0;0;0;10;10;CLERMONT-FERRAND-ALLIER-NOYANT-D'ALLIER-03210
03230;CLERMONT-FERRAND;ALLIER;PARAY-LE-FRESIL;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;19;0;19;0;0;0;9;4;6;CLERMONT-FERRAND-ALLIER-PARAY-LE-FRESIL-03230
03500;CLERMONT-FERRAND;ALLIER;PARAY-SOUS-BRIAILLES;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;2;33;0;33;0;0;14;9;10;0;CLERMONT-FERRAND-ALLIER-PARAY-SOUS-BRIAILLES-03500
03120;CLERMONT-FERRAND;ALLIER;PERIGNY;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;3;47;18;29;0;7;7;3;3;9;CLERMONT-FERRAND-ALLIER-PERIGNY-03120
03470;CLERMONT-FERRAND;ALLIER;PIERREFITTE-SUR-LOIRE;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;34;22;12;0;0;0;0;4;8;CLERMONT-FERRAND-ALLIER-PIERREFITTE-SUR-LOIRE-03470
03320;CLERMONT-FERRAND;ALLIER;POUZY-MESANGY;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;36;7;29;0;9;10;10;0;0;CLERMONT-FERRAND-ALLIER-POUZY-MESANGY-03320
03410;CLERMONT-FERRAND;ALLIER;PREMILHAT;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;8;174;65;109;0;19;22;25;17;26;CLERMONT-FERRAND-ALLIER-PREMILHAT-03410
03380;CLERMONT-FERRAND;ALLIER;QUINSSAINES;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;5;102;58;44;0;20;24;0;0;0;CLERMONT-FERRAND-ALLIER-QUINSSAINES-03380
03190;CLERMONT-FERRAND;ALLIER;REUGNY;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;13;0;13;0;0;0;0;8;5;CLERMONT-FERRAND-ALLIER-REUGNY-03190
