Code postaux;Academie;Departement;Commune;Denomination principale;Patronyme;Secteur;Nombre total de classes;Nombre total d'eleves;Nombre d'eleves en pre-elementaire hors ULIS;Nombre d'eleves en elementaire hors ULIS;Nombre d'eleves en ULIS;Nombre d'eleves en CP hors ULIS;Nombre d'eleves en CE1 hors ULIS;Nombre d'eleves en CE2 hors ULIS;Nombre d'eleves en CM1 hors ULIS;Nombre d'eleves en CM2 hors ULIS;tri
26800;GRENOBLE;DROME;ETOILE-SUR-RHONE;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;5;116;116;0;0;0;0;0;0;0;GRENOBLE-DROME-ETOILE-SUR-RHONE-26800
26800;GRENOBLE;DROME;ETOILE-SUR-RHONE;ECOLE ELEMENTAIRE PUBLIQUE;VILLAGE;PUBLIC;9;207;0;207;0;40;31;44;49;43;GRENOBLE-DROME-ETOILE-SUR-RHONE-26800
26400;GRENOBLE;DROME;EURRE;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;7;152;57;95;0;16;19;13;27;20;GRENOBLE-DROME-EURRE-26400
26730;GRENOBLE;DROME;EYMEUX;ECOLE PRIMAIRE PUBLIQUE;BERNARD PIRAS;PUBLIC;4;92;13;79;0;13;24;14;12;16;GRENOBLE-DROME-EYMEUX-26730
26730;GRENOBLE;DROME;EYMEUX;ECOLE MATERNELLE PUBLIQUE;L'ECANCIERE;PUBLIC;4;86;86;0;0;0;0;0;0;0;GRENOBLE-DROME-EYMEUX-26730
26240;GRENOBLE;DROME;FAY-LE-CLOS;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;2;39;0;39;0;0;20;19;0;0;GRENOBLE-DROME-FAY-LE-CLOS-26240
26750;GRENOBLE;DROME;GENISSIEUX;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;3;56;56;0;0;0;0;0;0;0;GRENOBLE-DROME-GENISSIEUX-26750
26750;GRENOBLE;DROME;GENISSIEUX;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;5;110;0;110;0;24;24;19;19;24;GRENOBLE-DROME-GENISSIEUX-26750
26600;GRENOBLE;DROME;GERVANS;ECOLE ELEMENTAIRE PUBLIQUE;JEAN MERMOZ;PUBLIC;2;51;0;51;0;0;0;0;23;28;GRENOBLE-DROME-GERVANS-26600
26750;GRENOBLE;DROME;GEYSSANS;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;3;58;6;52;0;5;10;13;13;11;GRENOBLE-DROME-GEYSSANS-26750
26400;GRENOBLE;DROME;GRANE;ECOLE PRIMAIRE;L'ESPERANCE;PUBLIC;8;175;77;98;0;18;10;15;30;25;GRENOBLE-DROME-GRANE-26400
26400;GRENOBLE;DROME;GRANE;ECOLE PRIMAIRE PRIVEE;NOTRE DAME;PRIVE;3;65;26;39;0;8;9;11;3;8;GRENOBLE-DROME-GRANE-26400
26600;GRENOBLE;DROME;GRANGES-LES-BEAUMONT;ECOLE ELEMENTAIRE PUBLIQUE;ECOLE HENRI MACHON;PUBLIC;4;90;34;56;0;14;14;8;15;5;GRENOBLE-DROME-GRANGES-LES-BEAUMONT-26600
26230;GRENOBLE;DROME;GRIGNAN;ECOLE ELEMENTAIRE PUBLIQUE;EMILE LOUBET;PUBLIC;4;95;31;64;0;13;17;5;13;16;GRENOBLE-DROME-GRIGNAN-26230
26390;GRENOBLE;DROME;HAUTERIVES;ECOLE ELEMENTAIRE PUBLIQUE;GENERAL MIRIBEL;PUBLIC;6;145;49;96;0;19;20;16;21;20;GRENOBLE-DROME-HAUTERIVES-26390
26730;GRENOBLE;DROME;HOSTUN;ECOLE ELEMENTAIRE PUBLIQUE;ECOLE PRIMAIRE;PUBLIC;4;84;32;52;0;4;14;15;10;9;GRENOBLE-DROME-HOSTUN-26730
26300;GRENOBLE;DROME;JAILLANS;ECOLE PRIMAIRE PUBLIQUE;FRANCOIS EYNARD;PUBLIC;3;63;12;51;0;14;5;16;9;7;GRENOBLE-DROME-JAILLANS-26300
26160;GRENOBLE;DROME;LA BATIE-ROLLAND;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;4;102;33;69;0;19;6;18;15;11;GRENOBLE-DROME-LA BATIE-ROLLAND-26160
26120;GRENOBLE;DROME;LA BAUME-CORNILLANE;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;2;32;0;32;0;0;8;6;10;8;GRENOBLE-DROME-LA BAUME-CORNILLANE-26120
26730;GRENOBLE;DROME;LA BAUME-D'HOSTUN;ECOLE PRIMAIRE VICTOR BOIRON;ECOLE VICTOR BOIRON;PUBLIC;2;43;11;32;0;5;3;6;7;11;GRENOBLE-DROME-LA BAUME-D'HOSTUN-26730
26790;GRENOBLE;DROME;LA BAUME-DE-TRANSIT;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;3;67;23;44;0;8;7;11;9;9;GRENOBLE-DROME-LA BAUME-DE-TRANSIT-26790
26160;GRENOBLE;DROME;LA BEGUDE-DE-MAZENC;ECOLE ELEMENTAIRE PUBLIQUE;FREDERIC PARADIS;PUBLIC;8;180;61;119;0;18;17;27;34;23;GRENOBLE-DROME-LA BEGUDE-DE-MAZENC-26160
26420;GRENOBLE;DROME;LA CHAPELLE-EN-VERCORS;ECOLE ELEMENTAIRE PUBLIQUE;PHILIPPE SAINT ANDRE;PUBLIC;3;58;18;40;0;9;8;5;8;10;GRENOBLE-DROME-LA CHAPELLE-EN-VERCORS-26420
26740;GRENOBLE;DROME;LA COUCOURDE;ECOLE PRIMAIRE PUBLIQUE;CLAUDETTE PENELON;PUBLIC;6;119;42;77;0;18;18;18;14;9;GRENOBLE-DROME-LA COUCOURDE-26740
26700;GRENOBLE;DROME;LA GARDE-ADHEMAR;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;2;46;0;46;0;11;9;10;8;8;GRENOBLE-DROME-LA GARDE-ADHEMAR-26700
26700;GRENOBLE;DROME;LA GARDE-ADHEMAR;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;2;31;31;0;0;0;0;0;0;0;GRENOBLE-DROME-LA GARDE-ADHEMAR-26700
26740;GRENOBLE;DROME;LA LAUPIE;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;3;74;27;47;0;7;11;9;8;12;GRENOBLE-DROME-LA LAUPIE-26740
26470;GRENOBLE;DROME;LA MOTTE-CHALANCON;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;2;44;23;21;0;0;0;9;6;6;GRENOBLE-DROME-LA MOTTE-CHALANCON-26470
26240;GRENOBLE;DROME;LA MOTTE-DE-GALAURE;ECOLE MATERNELLE PUBLIQUE;DES PAPILLONS;PUBLIC;2;40;40;0;0;0;0;0;0;0;GRENOBLE-DROME-LA MOTTE-DE-GALAURE-26240
26240;GRENOBLE;DROME;LA MOTTE-DE-GALAURE;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;15;0;15;0;15;0;0;0;0;GRENOBLE-DROME-LA MOTTE-DE-GALAURE-26240
26400;GRENOBLE;DROME;LA REPARA-AURIPLES;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;23;0;23;0;0;0;4;10;9;GRENOBLE-DROME-LA REPARA-AURIPLES-26400
26600;GRENOBLE;DROME;LA ROCHE-DE-GLUN;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;5;98;98;0;0;0;0;0;0;0;GRENOBLE-DROME-LA ROCHE-DE-GLUN-26600
26600;GRENOBLE;DROME;LA ROCHE-DE-GLUN;ECOLE ELEMENTAIRE PUBLIQUE;ANDRE ALBERT;PUBLIC;8;190;0;190;0;37;35;41;40;37;GRENOBLE-DROME-LA ROCHE-DE-GLUN-26600
26400;GRENOBLE;DROME;LA ROCHE-SUR-GRANE;ECOLE ELEMENTAIRE PRIVEE;LE COLIBRI ASS. LES AMANINS;PRIVE;2;37;0;37;0;7;9;7;7;7;GRENOBLE-DROME-LA ROCHE-SUR-GRANE-26400
26160;GRENOBLE;DROME;LA TOUCHE;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;16;0;16;0;0;0;0;7;9;GRENOBLE-DROME-LA TOUCHE-26160
26210;GRENOBLE;DROME;LAPEYROUSE-MORNAY;ECOLE ELEMENTAIRE PUBLIQUE;DE LA ROTONDE;PUBLIC;6;134;46;88;0;21;13;15;22;17;GRENOBLE-DROME-LAPEYROUSE-MORNAY-26210
26600;GRENOBLE;DROME;LARNAGE;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;4;90;63;27;0;27;0;0;0;0;GRENOBLE-DROME-LARNAGE-26600
26150;GRENOBLE;DROME;LAVAL-D'AIX;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;21;0;21;0;0;0;0;10;11;GRENOBLE-DROME-LAVAL-D'AIX-26150
26240;GRENOBLE;DROME;LAVEYRON;ECOLE PRIMAIRE PUBLIQUE;DES BORDS DU RHONE;PUBLIC;5;105;36;69;0;14;19;12;8;16;GRENOBLE-DROME-LAVEYRON-26240
26530;GRENOBLE;DROME;LE GRAND-SERRE;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;4;94;47;47;0;7;5;8;20;7;GRENOBLE-DROME-LE GRAND-SERRE-26530
26770;GRENOBLE;DROME;LE PEGUE;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;19;16;3;0;3;0;0;0;0;GRENOBLE-DROME-LE PEGUE-26770
26160;GRENOBLE;DROME;LE POET-LAVAL;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;4;86;30;56;0;11;9;12;10;14;GRENOBLE-DROME-LE POET-LAVAL-26160
26210;GRENOBLE;DROME;LENS-LESTANG;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;3;57;21;36;0;5;10;5;11;5;GRENOBLE-DROME-LENS-LESTANG-26210
26290;GRENOBLE;DROME;LES GRANGES-GONTARDES;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;3;79;40;39;0;10;6;9;8;6;GRENOBLE-DROME-LES GRANGES-GONTARDES-26290
26740;GRENOBLE;DROME;LES TOURRETTES;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;5;111;37;74;0;20;16;13;12;13;GRENOBLE-DROME-LES TOURRETTES-26740
26250;GRENOBLE;DROME;LIVRON-SUR-DROME;ECOLE MATERNELLE PUBLIQUE;PAUL ELUARD;PUBLIC;4;102;102;0;0;0;0;0;0;0;GRENOBLE-DROME-LIVRON-SUR-DROME-26250
26250;GRENOBLE;DROME;LIVRON-SUR-DROME;ECOLE MATERNELLE PUBLIQUE;FREDERIC MISTRAL;PUBLIC;5;121;121;0;0;0;0;0;0;0;GRENOBLE-DROME-LIVRON-SUR-DROME-26250
26250;GRENOBLE;DROME;LIVRON-SUR-DROME;ECOLE ELEMENTAIRE PUBLIQUE;ALPHONSE DAUDET;PUBLIC;7;169;0;169;0;39;31;34;38;27;GRENOBLE-DROME-LIVRON-SUR-DROME-26250
26250;GRENOBLE;DROME;LIVRON-SUR-DROME;ECOLE PRIMAIRE PRIVEE;ANNE CARTIER;PRIVE;7;167;53;114;0;23;23;21;24;23;GRENOBLE-DROME-LIVRON-SUR-DROME-26250
26250;GRENOBLE;DROME;LIVRON-SUR-DROME;ECOLE ELEMENTAIRE PUBLIQUE;MARCEL PAGNOL;PUBLIC;11;213;0;203;10;44;44;39;37;39;GRENOBLE-DROME-LIVRON-SUR-DROME-26250
26250;GRENOBLE;DROME;LIVRON-SUR-DROME;ECOLE PRIMAIRE PUBLIQUE;LES PETITS ROBINS;PUBLIC;5;119;45;74;0;16;17;13;19;9;GRENOBLE-DROME-LIVRON-SUR-DROME-26250
26250;GRENOBLE;DROME;LIVRON-SUR-DROME;ECOLE PRIMAIRE PUBLIQUE;SAINT GENYS;PUBLIC;4;86;31;55;0;12;11;14;9;9;GRENOBLE-DROME-LIVRON-SUR-DROME-26250
26270;GRENOBLE;DROME;LORIOL-SUR-DROME;ECOLE ELEMENTAIRE PUBLIQUE;JULES FERRY;PUBLIC;6;142;0;142;0;27;27;21;28;39;GRENOBLE-DROME-LORIOL-SUR-DROME-26270
26270;GRENOBLE;DROME;LORIOL-SUR-DROME;ECOLE PRIMAIRE PRIVEE;SAINT FRANCOIS;PRIVE;4;93;34;59;0;6;17;9;12;15;GRENOBLE-DROME-LORIOL-SUR-DROME-26270
26270;GRENOBLE;DROME;LORIOL-SUR-DROME;ECOLE MATERNELLE PUBLIQUE;JEAN JACQUES ROUSSEAU;PUBLIC;5;106;106;0;0;0;0;0;0;0;GRENOBLE-DROME-LORIOL-SUR-DROME-26270
26270;GRENOBLE;DROME;LORIOL-SUR-DROME;ECOLE ELEMENTAIRE PUBLIQUE;JEAN JACQUES ROUSSEAU;PUBLIC;9;182;0;182;0;30;38;37;47;30;GRENOBLE-DROME-LORIOL-SUR-DROME-26270
26270;GRENOBLE;DROME;LORIOL-SUR-DROME;ECOLE MATERNELLE PUBLIQUE;JULES FERRY;PUBLIC;4;94;94;0;0;0;0;0;0;0;GRENOBLE-DROME-LORIOL-SUR-DROME-26270
26310;GRENOBLE;DROME;LUC-EN-DIOIS;ECOLE ELEMENTAIRE PUBLIQUE;ECOLE JEAN ABONNENC;PUBLIC;5;107;53;54;0;14;13;7;6;14;GRENOBLE-DROME-LUC-EN-DIOIS-26310
26620;GRENOBLE;DROME;LUS-LA-CROIX-HAUTE;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;2;35;11;24;0;7;3;2;9;3;GRENOBLE-DROME-LUS-LA-CROIX-HAUTE-26620
26780;GRENOBLE;DROME;MALATAVERNE;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;12;277;103;174;0;31;40;35;37;31;GRENOBLE-DROME-MALATAVERNE-26780
26120;GRENOBLE;DROME;MALISSARD;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;4;88;88;0;0;0;0;0;0;0;GRENOBLE-DROME-MALISSARD-26120
26120;GRENOBLE;DROME;MALISSARD;ECOLE ELEMENTAIRE PUBLIQUE;LOUIS PERGAUD;PUBLIC;8;174;0;174;0;34;40;34;32;34;GRENOBLE-DROME-MALISSARD-26120
26210;GRENOBLE;DROME;MANTHES;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;36;2;34;0;3;9;9;4;9;GRENOBLE-DROME-MANTHES-26210
26300;GRENOBLE;DROME;MARCHES;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;4;92;34;58;0;9;14;9;13;13;GRENOBLE-DROME-MARCHES-26300
26260;GRENOBLE;DROME;MARGES;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;8;194;74;120;0;19;32;22;22;25;GRENOBLE-DROME-MARGES-26260
26740;GRENOBLE;DROME;MARSANNE;ECOLE PRIMAIRE PUBLIQUE;EMILE LOUBET;PUBLIC;4;94;39;55;0;12;9;12;11;11;GRENOBLE-DROME-MARSANNE-26740
26740;GRENOBLE;DROME;MARSANNE;ECOLE PRIMAIRE PRIVEE;JEANNE D'ARC;PRIVE;5;98;34;64;0;20;8;12;11;13;GRENOBLE-DROME-MARSANNE-26740
26260;GRENOBLE;DROME;MARSAZ;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;2;45;45;0;0;0;0;0;0;0;GRENOBLE-DROME-MARSAZ-26260
26410;GRENOBLE;DROME;MENGLON;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;27;0;27;0;0;0;0;11;16;GRENOBLE-DROME-MENGLON-26410
26600;GRENOBLE;DROME;MERCUROL-VEAUNES;ECOLE PRIMAIRE PUBLIQUE;MERCUROL-VEAUNES;PUBLIC;11;277;103;174;0;39;27;29;49;30;GRENOBLE-DROME-MERCUROL-VEAUNES-26600
26170;GRENOBLE;DROME;MERINDOL-LES-OLIVIERS;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;1;20;20;0;0;0;0;0;0;0;GRENOBLE-DROME-MERINDOL-LES-OLIVIERS-26170
26110;GRENOBLE;DROME;MIRABEL-AUX-BARONNIES;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;2;42;42;0;0;0;0;0;0;0;GRENOBLE-DROME-MIRABEL-AUX-BARONNIES-26110
26110;GRENOBLE;DROME;MIRABEL-AUX-BARONNIES;ECOLE ELEMENTAIRE PUBLIQUE;RENAUD-SECHAN;PUBLIC;4;90;0;90;0;21;25;9;21;14;GRENOBLE-DROME-MIRABEL-AUX-BARONNIES-26110
26400;GRENOBLE;DROME;MIRABEL-ET-BLACONS;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;3;64;64;0;0;0;0;0;0;0;GRENOBLE-DROME-MIRABEL-ET-BLACONS-26400
26400;GRENOBLE;DROME;MIRABEL-ET-BLACONS;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;3;57;0;57;0;0;0;19;22;16;GRENOBLE-DROME-MIRABEL-ET-BLACONS-26400
26270;GRENOBLE;DROME;MIRMANDE;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;3;65;0;65;0;8;15;16;12;14;GRENOBLE-DROME-MIRMANDE-26270
26170;GRENOBLE;DROME;MOLLANS-SUR-OUVEZE;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;4;84;35;49;0;7;10;9;15;8;GRENOBLE-DROME-MOLLANS-SUR-OUVEZE-26170
26740;GRENOBLE;DROME;MONTBOUCHER-SUR-JABRON;ECOLE ELEMENTAIRE PUBLIQUE;HUBERT REEVES;PUBLIC;7;162;0;162;0;30;33;31;25;43;GRENOBLE-DROME-MONTBOUCHER-SUR-JABRON-26740
26740;GRENOBLE;DROME;MONTBOUCHER-SUR-JABRON;ECOLE MATERNELLE PUBLIQUE;HUBERT REEVES;PUBLIC;4;84;84;0;0;0;0;0;0;0;GRENOBLE-DROME-MONTBOUCHER-SUR-JABRON-26740
26770;GRENOBLE;DROME;MONTBRISON-SUR-LEZ;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;20;0;20;0;0;4;6;5;5;GRENOBLE-DROME-MONTBRISON-SUR-LEZ-26770
26570;GRENOBLE;DROME;MONTBRUN-LES-BAINS;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;2;42;21;21;0;4;4;1;11;1;GRENOBLE-DROME-MONTBRUN-LES-BAINS-26570
26350;GRENOBLE;DROME;MONTCHENU;ECOLE ELEMENTAIRE PUBLIQUE;ECOLE PRIMAIRE;PUBLIC;2;42;24;18;0;9;9;0;0;0;GRENOBLE-DROME-MONTCHENU-26350
26760;GRENOBLE;DROME;MONTELEGER;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;6;144;53;91;0;22;20;19;16;14;GRENOBLE-DROME-MONTELEGER-26760
26120;GRENOBLE;DROME;MONTELIER;ECOLE PRIMAIRE PRIVEE;LES PRIMEVERES;PRIVE;4;109;42;67;0;17;7;12;15;16;GRENOBLE-DROME-MONTELIER-26120
26120;GRENOBLE;DROME;MONTELIER;ECOLE ELEMENTAIRE PUBLIQUE;MELUSINE;PUBLIC;8;203;0;203;0;40;45;35;32;51;GRENOBLE-DROME-MONTELIER-26120
26120;GRENOBLE;DROME;MONTELIER;ECOLE ELEMENTAIRE PUBLIQUE;EMILE JUGE;PUBLIC;4;94;34;60;0;12;14;13;12;9;GRENOBLE-DROME-MONTELIER-26120
26120;GRENOBLE;DROME;MONTELIER;ECOLE MATERNELLE PUBLIQUE;GEORGES CHARPAK;PUBLIC;3;73;73;0;0;0;0;0;0;0;GRENOBLE-DROME-MONTELIER-26120
26200;GRENOBLE;DROME;MONTELIMAR;ECOLE PRIMAIRE PUBLIQUE;SAINT JAMES;PUBLIC;7;165;61;104;0;17;18;27;20;22;GRENOBLE-DROME-MONTELIMAR-26200
26200;GRENOBLE;DROME;MONTELIMAR;ECOLE MATERNELLE PUBLIQUE;PRACOMTAL;PUBLIC;8;129;129;0;0;0;0;0;0;0;GRENOBLE-DROME-MONTELIMAR-26200
26200;GRENOBLE;DROME;MONTELIMAR;ECOLE ELEMENTAIRE PUBLIQUE;MARGERIE;PUBLIC;14;287;0;269;18;58;44;49;57;61;GRENOBLE-DROME-MONTELIMAR-26200
26200;GRENOBLE;DROME;MONTELIMAR;ECOLE PRIMAIRE PUBLIQUE;GRANGENEUVE;PUBLIC;13;221;91;130;0;26;25;27;27;25;GRENOBLE-DROME-MONTELIMAR-26200
26200;GRENOBLE;DROME;MONTELIMAR;ECOLE ELEMENTAIRE PUBLIQUE;LES CHAMPS;PUBLIC;8;174;0;169;5;32;25;45;27;40;GRENOBLE-DROME-MONTELIMAR-26200
26200;GRENOBLE;DROME;MONTELIMAR;ECOLE MATERNELLE PUBLIQUE;NOCAZE-GREZES;PUBLIC;9;183;183;0;0;0;0;0;0;0;GRENOBLE-DROME-MONTELIMAR-26200
26200;GRENOBLE;DROME;MONTELIMAR;ECOLE MATERNELLE PUBLIQUE;SARDA;PUBLIC;4;94;94;0;0;0;0;0;0;0;GRENOBLE-DROME-MONTELIMAR-26200
26200;GRENOBLE;DROME;MONTELIMAR;ECOLE ELEMENTAIRE PUBLIQUE;SARDA;PUBLIC;8;189;0;189;0;36;32;41;39;41;GRENOBLE-DROME-MONTELIMAR-26200
26200;GRENOBLE;DROME;MONTELIMAR;ECOLE PRIMAIRE PRIVEE;CHABRILLAN SAINT JEAN-BAPTISTE;PRIVE;16;420;118;302;0;53;57;62;63;67;GRENOBLE-DROME-MONTELIMAR-26200
26200;GRENOBLE;DROME;MONTELIMAR;ECOLE MATERNELLE PUBLIQUE;LES CHAMPS;PUBLIC;4;102;102;0;0;0;0;0;0;0;GRENOBLE-DROME-MONTELIMAR-26200
26200;GRENOBLE;DROME;MONTELIMAR;ECOLE ELEMENTAIRE PUBLIQUE;JOLIOT CURIE;PUBLIC;6;126;0;126;0;31;25;23;26;21;GRENOBLE-DROME-MONTELIMAR-26200
26200;GRENOBLE;DROME;MONTELIMAR;ECOLE MATERNELLE PUBLIQUE;MARGERIE;PUBLIC;6;131;131;0;0;0;0;0;0;0;GRENOBLE-DROME-MONTELIMAR-26200
26200;GRENOBLE;DROME;MONTELIMAR;ECOLE MATERNELLE PUBLIQUE;LE BOUQUET;PUBLIC;4;100;100;0;0;0;0;0;0;0;GRENOBLE-DROME-MONTELIMAR-26200
26200;GRENOBLE;DROME;MONTELIMAR;ECOLE ELEMENTAIRE PUBLIQUE;LE BOUQUET;PUBLIC;12;248;0;238;10;37;41;63;43;54;GRENOBLE-DROME-MONTELIMAR-26200
26200;GRENOBLE;DROME;MONTELIMAR;ECOLE ELEMENTAIRE PUBLIQUE;PRACOMTAL;PUBLIC;13;214;0;214;0;56;32;45;38;43;GRENOBLE-DROME-MONTELIMAR-26200
26200;GRENOBLE;DROME;MONTELIMAR;ECOLE ELEMENTAIRE PUBLIQUE;LES GREZES;PUBLIC;10;215;0;204;11;35;49;38;45;37;GRENOBLE-DROME-MONTELIMAR-26200
26200;GRENOBLE;DROME;MONTELIMAR;ECOLE ELEMENTAIRE PUBLIQUE;LA GONDOLE;PUBLIC;7;157;0;157;0;29;26;43;30;29;GRENOBLE-DROME-MONTELIMAR-26200
26200;GRENOBLE;DROME;MONTELIMAR;ECOLE PRIMAIRE PUBLIQUE;LES ALLEES;PUBLIC;14;312;113;199;0;46;38;39;40;36;GRENOBLE-DROME-MONTELIMAR-26200
26200;GRENOBLE;DROME;MONTELIMAR;ECOLE MATERNELLE PUBLIQUE;LA GONDOLE;PUBLIC;3;73;73;0;0;0;0;0;0;0;GRENOBLE-DROME-MONTELIMAR-26200
26200;GRENOBLE;DROME;MONTELIMAR;ECOLE PRIMAIRE;MAUBEC;PUBLIC;11;269;93;176;0;32;49;33;32;30;GRENOBLE-DROME-MONTELIMAR-26200
26220;GRENOBLE;DROME;MONTJOUX;ECOLE MATERNELLE PUBLIQUE;ECOLE MATERNELLE;PUBLIC;1;19;19;0;0;0;0;0;0;0;GRENOBLE-DROME-MONTJOUX-26220
26230;GRENOBLE;DROME;MONTJOYER;ECOLE MATERNELLE PUBLIQUE;ECOLE MATERNELLE;PUBLIC;1;18;18;0;0;0;0;0;0;0;GRENOBLE-DROME-MONTJOYER-26230
26310;GRENOBLE;DROME;MONTLAUR-EN-DIOIS;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;15;0;15;0;0;0;4;6;5;GRENOBLE-DROME-MONTLAUR-EN-DIOIS-26310
26120;GRENOBLE;DROME;MONTMEYRAN;ECOLE ELEMENTAIRE PUBLIQUE;ROGER MARTY;PUBLIC;6;137;0;137;0;35;27;23;30;22;GRENOBLE-DROME-MONTMEYRAN-26120
26120;GRENOBLE;DROME;MONTMEYRAN;ECOLE MATERNELLE PUBLIQUE;ROGER MARTY;PUBLIC;3;76;76;0;0;0;0;0;0;0;GRENOBLE-DROME-MONTMEYRAN-26120
26120;GRENOBLE;DROME;MONTMEYRAN;ECOLE PRIMAIRE PRIVEE;SAINTE MARIE;PRIVE;4;102;40;62;0;13;14;11;13;11;GRENOBLE-DROME-MONTMEYRAN-26120
26750;GRENOBLE;DROME;MONTMIRAL;ECOLE PRIMAIRE;ECOLE PRIMAIRE;PUBLIC;2;41;41;0;0;0;0;0;0;0;GRENOBLE-DROME-MONTMIRAL-26750
26800;GRENOBLE;DROME;MONTOISON;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;3;71;71;0;0;0;0;0;0;0;GRENOBLE-DROME-MONTOISON-26800
26800;GRENOBLE;DROME;MONTOISON;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;5;115;0;115;0;22;19;30;23;21;GRENOBLE-DROME-MONTOISON-26800
26130;GRENOBLE;DROME;MONTSEGUR-SUR-LAUZON;ECOLE ELEMENTAIRE PUBLIQUE;ALBERT BERTRAND;PUBLIC;4;92;0;92;0;14;20;22;24;12;GRENOBLE-DROME-MONTSEGUR-SUR-LAUZON-26130
26130;GRENOBLE;DROME;MONTSEGUR-SUR-LAUZON;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;2;45;45;0;0;0;0;0;0;0;GRENOBLE-DROME-MONTSEGUR-SUR-LAUZON-26130
26120;GRENOBLE;DROME;MONTVENDRE;ECOLE MATERNELLE PUBLIQUE;JACQUES PREVERT;PUBLIC;2;47;47;0;0;0;0;0;0;0;GRENOBLE-DROME-MONTVENDRE-26120
26120;GRENOBLE;DROME;MONTVENDRE;ECOLE ELEMENTAIRE PUBLIQUE;DEUX RUISSEAUX;PUBLIC;5;95;0;95;0;19;17;19;16;24;GRENOBLE-DROME-MONTVENDRE-26120
26210;GRENOBLE;DROME;MORAS-EN-VALLOIRE;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;2;39;12;27;0;4;5;6;8;4;GRENOBLE-DROME-MORAS-EN-VALLOIRE-26210
26540;GRENOBLE;DROME;MOURS-SAINT-EUSEBE;ECOLE MATERNELLE PUBLIQUE;JULIEN VICAT;PUBLIC;4;104;104;0;0;0;0;0;0;0;GRENOBLE-DROME-MOURS-SAINT-EUSEBE-26540
26540;GRENOBLE;DROME;MOURS-SAINT-EUSEBE;ECOLE ELEMENTAIRE PUBLIQUE;JULIEN VICAT;PUBLIC;9;212;0;212;0;44;43;44;40;41;GRENOBLE-DROME-MOURS-SAINT-EUSEBE-26540
26110;GRENOBLE;DROME;NYONS;ECOLE MATERNELLE PUBLIQUE;MEYNE;PUBLIC;3;58;58;0;0;0;0;0;0;0;GRENOBLE-DROME-NYONS-26110
26110;GRENOBLE;DROME;NYONS;ECOLE MATERNELLE PUBLIQUE;SAUVE;PUBLIC;3;62;62;0;0;0;0;0;0;0;GRENOBLE-DROME-NYONS-26110
26110;GRENOBLE;DROME;NYONS;ECOLE ELEMENTAIRE PUBLIQUE;MEYNE;PUBLIC;4;94;0;94;0;28;19;21;20;6;GRENOBLE-DROME-NYONS-26110
